enter_cat,following_cat,nb_cus_cross,nb_cus_enter,nb_cus_follow,nb_customer_tot,confidence,expected,lift
PRODUCT > CHOCOLATE MARSHMALLOW,PRODUCT > CAKE BAR,2,47,68,11811,4.0,1.0,7.4
PRODUCT > POPCORN,PRODUCT > CAT FOOD,2,48,150,11811,4.0,1.0,3.3
PRODUCT > DETERGENT,PRODUCT > SOFTENER,4,106,36,11811,4.0,0.0,12.4
PRODUCT > ARTIF. SWEETENER,PRODUCT > UHT-MILK,1,23,234,11811,4.0,2.0,2.2
PRODUCT > LIVER LOAF,PRODUCT > UHT-MILK,1,28,234,11811,4.0,2.0,1.8
PRODUCT > FROZEN FISH,PRODUCT > ZWIEBACK,3,83,41,11811,4.0,0.0,10.4
PRODUCT > SWEET SPREADS,PRODUCT > BEVERAGES,2,55,158,11811,4.0,1.0,2.7
PRODUCT > TEA,PRODUCT > CHOCOLATE,1,25,299,11811,4.0,3.0,1.6
PRODUCT > HOUSE KEEPING PRODUCTS,PRODUCT > CHOCOLATE,2,51,299,11811,4.0,3.0,1.5
PRODUCT > CAT FOOD,PRODUCT > CHOCOLATE,7,156,299,11811,4.0,3.0,1.8
PRODUCT > INSTANT FOOD PRODUCTS,PRODUCT > CHOCOLATE,2,52,299,11811,4.0,3.0,1.5
PRODUCT > CHOCOLATE MARSHMALLOW,PRODUCT > CHOCOLATE,2,47,299,11811,4.0,3.0,1.7
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > CHOCOLATE,9,224,299,11811,4.0,3.0,1.6
PRODUCT > DISHES,PRODUCT > ICE CREAM,3,80,149,11811,4.0,1.0,3.0
PRODUCT > CANDLES,PRODUCT > MARGARINE,2,48,377,11811,4.0,3.0,1.3
PRODUCT > SOUPS,PRODUCT > MARGARINE,2,46,377,11811,4.0,3.0,1.4
PRODUCT > FROZEN POTATO PRODUCTS,PRODUCT > MARGARINE,2,55,377,11811,4.0,3.0,1.1
PRODUCT > RICE,PRODUCT > MARGARINE,2,50,377,11811,4.0,3.0,1.3
PRODUCT > CANNED FISH,PRODUCT > MARGARINE,4,96,377,11811,4.0,3.0,1.3
PRODUCT > SALT,PRODUCT > MARGARINE,3,73,377,11811,4.0,3.0,1.3
PRODUCT > BAKING POWDER,PRODUCT > MARGARINE,5,117,377,11811,4.0,3.0,1.3
PRODUCT > CANNED FRUIT,PRODUCT > MARGARINE,1,27,377,11811,4.0,3.0,1.2
PRODUCT > FROZEN FISH,PRODUCT > MARGARINE,3,83,377,11811,4.0,3.0,1.1
PRODUCT > SAUSAGE,PRODUCT > PIP FRUIT,29,650,513,11811,4.0,4.0,1.0
PRODUCT > CHICKEN,PRODUCT > PIP FRUIT,12,277,513,11811,4.0,4.0,1.0
PRODUCT > CITRUS FRUIT,PRODUCT > PIP FRUIT,25,586,513,11811,4.0,4.0,1.0
PRODUCT > CLEANER,PRODUCT > SKIN CARE,1,26,23,11811,4.0,0.0,19.8
PRODUCT > FROZEN POTATO PRODUCTS,PRODUCT > MAYONNAISE,2,55,64,11811,4.0,1.0,6.7
PRODUCT > SHOPPING BAGS,PRODUCT > NEWSPAPERS,19,442,394,11811,4.0,3.0,1.3
PRODUCT > NAPKINS,PRODUCT > NEWSPAPERS,10,281,394,11811,4.0,3.0,1.1
PRODUCT > SWEET SPREADS,PRODUCT > NEWSPAPERS,2,55,394,11811,4.0,3.0,1.1
PRODUCT > CLEANER,PRODUCT > NEWSPAPERS,1,26,394,11811,4.0,3.0,1.2
PRODUCT > DISHES,PRODUCT > NEWSPAPERS,3,80,394,11811,4.0,3.0,1.1
PRODUCT > HYGIENE ARTICLES,PRODUCT > NEWSPAPERS,7,183,394,11811,4.0,3.0,1.1
PRODUCT > POPCORN,PRODUCT > NEWSPAPERS,2,48,394,11811,4.0,3.0,1.2
PRODUCT > CANDY,PRODUCT > NEWSPAPERS,6,170,394,11811,4.0,3.0,1.1
PRODUCT > ARTIF. SWEETENER,PRODUCT > PHOTO/FILM,1,23,33,11811,4.0,0.0,15.6
PRODUCT > HOUSE KEEPING PRODUCTS,PRODUCT > POT PLANTS,2,51,88,11811,4.0,1.0,5.3
PRODUCT > MARGARINE,PRODUCT > BROWN BREAD,16,386,447,11811,4.0,4.0,1.1
PRODUCT > PACKAGED FRUIT/VEGETABLES,PRODUCT > BROWN BREAD,4,93,447,11811,4.0,4.0,1.1
PRODUCT > BUTTER MILK,PRODUCT > BROWN BREAD,9,203,447,11811,4.0,4.0,1.2
PRODUCT > DOMESTIC EGGS,PRODUCT > BROWN BREAD,16,444,447,11811,4.0,4.0,1.0
PRODUCT > RICE,PRODUCT > BROWN BREAD,2,50,447,11811,4.0,4.0,1.1
PRODUCT > MEAT,PRODUCT > BROWN BREAD,7,178,447,11811,4.0,4.0,1.0
PRODUCT > CANNED FISH,PRODUCT > BROWN BREAD,4,96,447,11811,4.0,4.0,1.1
PRODUCT > PASTA,PRODUCT > BROWN BREAD,4,98,447,11811,4.0,4.0,1.1
PRODUCT > TEA,PRODUCT > BROWN BREAD,1,25,447,11811,4.0,4.0,1.1
PRODUCT > WHITE WINE,PRODUCT > BROWN BREAD,4,106,447,11811,4.0,4.0,1.0
PRODUCT > PASTRY,PRODUCT > BROWN BREAD,23,567,447,11811,4.0,4.0,1.1
PRODUCT > MISC. BEVERAGES,PRODUCT > CANNED BEER,6,165,312,11811,4.0,3.0,1.4
PRODUCT > WAFFLES,PRODUCT > CANNED BEER,8,224,312,11811,4.0,3.0,1.4
PRODUCT > LIVER LOAF,PRODUCT > CANNED BEER,1,28,312,11811,4.0,3.0,1.4
PRODUCT > CLEANER,PRODUCT > CANNED BEER,1,26,312,11811,4.0,3.0,1.5
PRODUCT > CANNED FISH,PRODUCT > CANNED BEER,4,96,312,11811,4.0,3.0,1.6
PRODUCT > TEA,PRODUCT > CANNED FISH,1,25,99,11811,4.0,1.0,4.8
PRODUCT > CLEANER,PRODUCT > CHEWING GUM,1,26,135,11811,4.0,1.0,3.4
PRODUCT > SEASONAL PRODUCTS,PRODUCT > CHEWING GUM,3,77,135,11811,4.0,1.0,3.4
PRODUCT > POPCORN,PRODUCT > DENTAL CARE,2,48,36,11811,4.0,0.0,13.7
PRODUCT > SAUSAGE,PRODUCT > FRANKFURTER,26,650,394,11811,4.0,3.0,1.2
PRODUCT > SPECIALTY FAT,PRODUCT > FRANKFURTER,1,26,394,11811,4.0,3.0,1.2
PRODUCT > ONIONS,PRODUCT > FRANKFURTER,8,216,394,11811,4.0,3.0,1.1
PRODUCT > BEEF,PRODUCT > FRANKFURTER,13,363,394,11811,4.0,3.0,1.1
PRODUCT > MUSTARD,PRODUCT > FRANKFURTER,3,84,394,11811,4.0,3.0,1.1
PRODUCT > TURKEY,PRODUCT > FRANKFURTER,2,57,394,11811,4.0,3.0,1.1
PRODUCT > ARTIF. SWEETENER,PRODUCT > FROZEN FISH,1,23,77,11811,4.0,1.0,6.7
PRODUCT > SOFT CHEESE,PRODUCT > HARD CHEESE,5,120,181,11811,4.0,2.0,2.7
PRODUCT > CLEANER,PRODUCT > HARD CHEESE,1,26,181,11811,4.0,2.0,2.5
PRODUCT > SPREAD CHEESE,PRODUCT > HARD CHEESE,3,81,181,11811,4.0,2.0,2.4
PRODUCT > ABRASIVE CLEANER,PRODUCT > LIGHT BULBS,1,23,19,11811,4.0,0.0,27.0
PRODUCT > ARTIF. SWEETENER,PRODUCT > READY SOUPS,1,23,10,11811,4.0,0.0,51.4
PRODUCT > CHOCOLATE MARSHMALLOW,PRODUCT > SALTY SNACK,2,47,228,11811,4.0,2.0,2.2
PRODUCT > SWEET SPREADS,PRODUCT > SALTY SNACK,2,55,228,11811,4.0,2.0,1.9
PRODUCT > TEA,PRODUCT > SALTY SNACK,1,25,228,11811,4.0,2.0,2.1
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > SALTY SNACK,8,224,228,11811,4.0,2.0,1.9
PRODUCT > TEA,PRODUCT > WHITE BREAD,1,25,297,11811,4.0,3.0,1.6
PRODUCT > DOMESTIC EGGS,PRODUCT > WHITE BREAD,17,444,297,11811,4.0,3.0,1.5
PRODUCT > INSTANT FOOD PRODUCTS,PRODUCT > WHITE BREAD,2,52,297,11811,4.0,3.0,1.5
PRODUCT > RICE,PRODUCT > WHITE BREAD,2,50,297,11811,4.0,3.0,1.6
PRODUCT > NEWSPAPERS,PRODUCT > BOTTLED BEER,14,378,416,11811,4.0,4.0,1.1
PRODUCT > BOTTLED WATER,PRODUCT > BOTTLED BEER,27,685,416,11811,4.0,4.0,1.1
PRODUCT > TEA,PRODUCT > BOTTLED BEER,1,25,416,11811,4.0,4.0,1.1
PRODUCT > SOUPS,PRODUCT > BOTTLED BEER,2,46,416,11811,4.0,4.0,1.2
PRODUCT > HOUSE KEEPING PRODUCTS,PRODUCT > BOTTLED BEER,2,51,416,11811,4.0,4.0,1.1
PRODUCT > SEASONAL PRODUCTS,PRODUCT > BOTTLED BEER,3,77,416,11811,4.0,4.0,1.1
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > BOTTLED BEER,17,456,416,11811,4.0,4.0,1.1
PRODUCT > CLEANER,PRODUCT > DISH CLEANER,1,26,71,11811,4.0,1.0,6.4
PRODUCT > ABRASIVE CLEANER,PRODUCT > DISH CLEANER,1,23,71,11811,4.0,1.0,7.2
PRODUCT > CANNED FRUIT,PRODUCT > FROZEN MEALS,1,27,186,11811,4.0,2.0,2.4
PRODUCT > CANNED FRUIT,PRODUCT > BAKING POWDER,1,27,118,11811,4.0,1.0,3.7
PRODUCT > DISHES,"PRODUCT > CREAM CHEESE ",3,80,284,11811,4.0,2.0,1.6
PRODUCT > UHT-MILK,"PRODUCT > CREAM CHEESE ",9,240,284,11811,4.0,2.0,1.6
PRODUCT > SPECIALTY FAT,PRODUCT > DOMESTIC EGGS,1,26,437,11811,4.0,4.0,1.0
PRODUCT > ARTIF. SWEETENER,PRODUCT > DOMESTIC EGGS,1,23,437,11811,4.0,4.0,1.2
PRODUCT > CANNED FRUIT,PRODUCT > DOMESTIC EGGS,1,27,437,11811,4.0,4.0,1.0
PRODUCT > SUGAR,PRODUCT > DOMESTIC EGGS,9,221,437,11811,4.0,4.0,1.1
PRODUCT > SOUPS,PRODUCT > DOMESTIC EGGS,2,46,437,11811,4.0,4.0,1.2
PRODUCT > FROZEN DESSERT,PRODUCT > DOMESTIC EGGS,3,67,437,11811,4.0,4.0,1.2
PRODUCT > CAT FOOD,PRODUCT > DOMESTIC EGGS,6,156,437,11811,4.0,4.0,1.0
PRODUCT > TEA,PRODUCT > DOMESTIC EGGS,1,25,437,11811,4.0,4.0,1.1
PRODUCT > FROZEN VEGETABLES,PRODUCT > DOMESTIC EGGS,14,332,437,11811,4.0,4.0,1.1
PRODUCT > WAFFLES,PRODUCT > SHOPPING BAGS,8,224,438,11811,4.0,4.0,1.0
PRODUCT > CHEWING GUM,PRODUCT > SHOPPING BAGS,5,116,438,11811,4.0,4.0,1.2
PRODUCT > PICKLED VEGETABLES,PRODUCT > SHOPPING BAGS,5,122,438,11811,4.0,4.0,1.1
PRODUCT > ABRASIVE CLEANER,PRODUCT > SHOPPING BAGS,1,23,438,11811,4.0,4.0,1.2
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > SHOPPING BAGS,9,224,438,11811,4.0,4.0,1.1
"PRODUCT > ROLL PRODUCTS ",PRODUCT > SHOPPING BAGS,3,67,438,11811,4.0,4.0,1.2
PRODUCT > CANNED FRUIT,PRODUCT > SHOPPING BAGS,1,27,438,11811,4.0,4.0,1.0
PRODUCT > CHOCOLATE,PRODUCT > SPECIALTY BAR,10,270,150,11811,4.0,1.0,2.9
PRODUCT > CHOCOLATE MARSHMALLOW,PRODUCT > SPECIALTY BAR,2,47,150,11811,4.0,1.0,3.4
PRODUCT > SPECIALTY FAT,PRODUCT > SWEET SPREADS,1,26,58,11811,4.0,0.0,7.8
PRODUCT > CANNED FRUIT,PRODUCT > FLOWER (SEEDS),1,27,45,11811,4.0,0.0,9.7
PRODUCT > ARTIF. SWEETENER,PRODUCT > FROZEN DESSERT,1,23,73,11811,4.0,1.0,7.0
PRODUCT > INSTANT FOOD PRODUCTS,PRODUCT > HAMBURGER MEAT,2,52,224,11811,4.0,2.0,2.0
PRODUCT > MEAT,PRODUCT > HAMBURGER MEAT,7,178,224,11811,4.0,2.0,2.1
PRODUCT > CHICKEN,PRODUCT > HAMBURGER MEAT,12,277,224,11811,4.0,2.0,2.3
PRODUCT > ARTIF. SWEETENER,PRODUCT > HAMBURGER MEAT,1,23,224,11811,4.0,2.0,2.3
PRODUCT > SPECIALTY FAT,PRODUCT > KITCHEN TOWELS,1,26,35,11811,4.0,0.0,13.0
PRODUCT > ARTIF. SWEETENER,PRODUCT > RED/BLUSH WINE,1,23,101,11811,4.0,1.0,5.1
PRODUCT > TEA,"PRODUCT > ROLL PRODUCTS ",1,25,70,11811,4.0,1.0,6.7
PRODUCT > ARTIF. SWEETENER,"PRODUCT > ROLL PRODUCTS ",1,23,70,11811,4.0,1.0,7.3
PRODUCT > TEA,PRODUCT > CLING FILM/BAGS,1,25,58,11811,4.0,0.0,8.1
PRODUCT > CANDLES,PRODUCT > CLING FILM/BAGS,2,48,58,11811,4.0,0.0,8.5
PRODUCT > ZWIEBACK,PRODUCT > MISC. BEVERAGES,2,45,153,11811,4.0,1.0,3.4
PRODUCT > ABRASIVE CLEANER,PRODUCT > MISC. BEVERAGES,1,23,153,11811,4.0,1.0,3.4
PRODUCT > CANNED FRUIT,PRODUCT > MISC. BEVERAGES,1,27,153,11811,4.0,1.0,2.9
PRODUCT > ARTIF. SWEETENER,PRODUCT > POTATO PRODUCTS,1,23,19,11811,4.0,0.0,27.0
PRODUCT > CLEANER,PRODUCT > ABRASIVE CLEANER,1,26,16,11811,4.0,0.0,28.4
PRODUCT > ABRASIVE CLEANER,PRODUCT > ARTIF. SWEETENER,1,23,21,11811,4.0,0.0,24.5
PRODUCT > CANDLES,PRODUCT > HYGIENE ARTICLES,2,48,176,11811,4.0,1.0,2.8
PRODUCT > CANNED FRUIT,PRODUCT > HYGIENE ARTICLES,1,27,176,11811,4.0,1.0,2.5
PRODUCT > POT PLANTS,PRODUCT > HYGIENE ARTICLES,3,76,176,11811,4.0,1.0,2.6
PRODUCT > CHOCOLATE MARSHMALLOW,PRODUCT > HYGIENE ARTICLES,2,47,176,11811,4.0,1.0,2.9
PRODUCT > HOUSE KEEPING PRODUCTS,PRODUCT > HYGIENE ARTICLES,2,51,176,11811,4.0,1.0,2.6
PRODUCT > CLEANER,PRODUCT > HYGIENE ARTICLES,1,26,176,11811,4.0,1.0,2.6
PRODUCT > SPECIALTY FAT,PRODUCT > HYGIENE ARTICLES,1,26,176,11811,4.0,1.0,2.6
PRODUCT > CANNED FRUIT,PRODUCT > ORGANIC PRODUCTS,1,27,11,11811,4.0,0.0,39.8
PRODUCT > LIVER LOAF,PRODUCT > SPECIALTY CHEESE,1,28,59,11811,4.0,0.0,7.1
PRODUCT > SWEET SPREADS,PRODUCT > CANNED VEGETABLES,2,55,72,11811,4.0,1.0,6.0
PRODUCT > WHIPPED/SOUR CREAM,PRODUCT > FROZEN VEGETABLES,18,492,313,11811,4.0,3.0,1.4
PRODUCT > CLEANER,PRODUCT > FROZEN VEGETABLES,1,26,313,11811,4.0,3.0,1.5
PRODUCT > LIQUOR (APPETIZER),PRODUCT > FROZEN VEGETABLES,2,51,313,11811,4.0,3.0,1.5
PRODUCT > LIVER LOAF,PRODUCT > FROZEN VEGETABLES,1,28,313,11811,4.0,3.0,1.3
PRODUCT > CANNED VEGETABLES,PRODUCT > PICKLED VEGETABLES,3,79,123,11811,4.0,1.0,3.6
PRODUCT > TEA,PRODUCT > PICKLED VEGETABLES,1,25,123,11811,4.0,1.0,3.8
PRODUCT > CURD,PRODUCT > WHIPPED/SOUR CREAM,15,376,491,11811,4.0,4.0,1.0
PRODUCT > TEA,PRODUCT > WHIPPED/SOUR CREAM,1,25,491,11811,4.0,4.0,1.0
PRODUCT > HARD CHEESE,PRODUCT > WHIPPED/SOUR CREAM,7,167,491,11811,4.0,4.0,1.0
PRODUCT > ZWIEBACK,PRODUCT > SEMI-FINISHED BREAD,2,45,122,11811,4.0,1.0,4.3
PRODUCT > CLEANER,PRODUCT > SPECIALTY CHOCOLATE,1,26,170,11811,4.0,1.0,2.7
PRODUCT > ABRASIVE CLEANER,PRODUCT > SPECIALTY CHOCOLATE,1,23,170,11811,4.0,1.0,3.0
PRODUCT > SPECIALTY FAT,PRODUCT > SPECIALTY CHOCOLATE,1,26,170,11811,4.0,1.0,2.7
PRODUCT > WAFFLES,PRODUCT > SPECIALTY CHOCOLATE,8,224,170,11811,4.0,1.0,2.5
PRODUCT > FROZEN FISH,PRODUCT > CHOCOLATE MARSHMALLOW,3,83,55,11811,4.0,0.0,7.8
PRODUCT > CHOCOLATE MARSHMALLOW,PRODUCT > FRUIT/VEGETABLE JUICE,2,47,445,11811,4.0,4.0,1.1
PRODUCT > POPCORN,PRODUCT > FRUIT/VEGETABLE JUICE,2,48,445,11811,4.0,4.0,1.1
PRODUCT > BOTTLED BEER,PRODUCT > FRUIT/VEGETABLE JUICE,18,421,445,11811,4.0,4.0,1.1
PRODUCT > NAPKINS,PRODUCT > FRUIT/VEGETABLE JUICE,11,281,445,11811,4.0,4.0,1.0
PRODUCT > BOTTLED WATER,PRODUCT > FRUIT/VEGETABLE JUICE,29,685,445,11811,4.0,4.0,1.1
PRODUCT > OIL,PRODUCT > FRUIT/VEGETABLE JUICE,7,194,445,11811,4.0,4.0,1.0
PRODUCT > CANNED VEGETABLES,PRODUCT > FRUIT/VEGETABLE JUICE,3,79,445,11811,4.0,4.0,1.0
PRODUCT > SHOPPING BAGS,PRODUCT > FRUIT/VEGETABLE JUICE,16,442,445,11811,4.0,4.0,1.0
PRODUCT > COFFEE,PRODUCT > FRUIT/VEGETABLE JUICE,15,350,445,11811,4.0,4.0,1.1
PRODUCT > CANNED FRUIT,PRODUCT > FRUIT/VEGETABLE JUICE,1,27,445,11811,4.0,4.0,1.0
PRODUCT > SODA,PRODUCT > FRUIT/VEGETABLE JUICE,44,1026,445,11811,4.0,4.0,1.1
PRODUCT > SOUPS,PRODUCT > INSTANT FOOD PRODUCTS,2,46,56,11811,4.0,0.0,9.2
PRODUCT > CLEANER,PRODUCT > FEMALE SANITARY PRODUCTS,1,26,34,11811,4.0,0.0,13.4
PRODUCT > DOG FOOD,PRODUCT > LONG LIFE BAKERY PRODUCT,2,55,237,11811,4.0,2.0,1.8
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > LONG LIFE BAKERY PRODUCT,16,456,237,11811,4.0,2.0,1.7
PRODUCT > WHITE WINE,PRODUCT > LONG LIFE BAKERY PRODUCT,4,106,237,11811,4.0,2.0,1.9
PRODUCT > INSTANT FOOD PRODUCTS,PRODUCT > LONG LIFE BAKERY PRODUCT,2,52,237,11811,4.0,2.0,1.9
PRODUCT > LIQUOR (APPETIZER),PRODUCT > LONG LIFE BAKERY PRODUCT,2,51,237,11811,4.0,2.0,2.0
PRODUCT > CLEANER,PRODUCT > LONG LIFE BAKERY PRODUCT,1,26,237,11811,4.0,2.0,1.9
PRODUCT > CHOCOLATE,PRODUCT > LONG LIFE BAKERY PRODUCT,11,270,237,11811,4.0,2.0,2.0
PRODUCT > NUTS/PRUNES,PRODUCT > JAM,1,22,40,11811,5.0,0.0,13.4
PRODUCT > VINEGAR,PRODUCT > OIL,2,42,185,11811,5.0,2.0,3.0
PRODUCT > SPICES,PRODUCT > OIL,2,38,185,11811,5.0,2.0,3.4
PRODUCT > CLING FILM/BAGS,PRODUCT > OIL,3,65,185,11811,5.0,2.0,2.9
PRODUCT > SNACK PRODUCTS,PRODUCT > TEA,1,21,28,11811,5.0,0.0,20.1
PRODUCT > ROOT VEGETABLES,PRODUCT > BEEF,37,759,346,11811,5.0,3.0,1.7
PRODUCT > PORK,PRODUCT > BEEF,21,389,346,11811,5.0,3.0,1.8
PRODUCT > HAMBURGER MEAT,PRODUCT > BEEF,11,230,346,11811,5.0,3.0,1.6
PRODUCT > FLOUR,PRODUCT > CURD,6,123,385,11811,5.0,3.0,1.5
PRODUCT > BUTTER,PRODUCT > CURD,21,402,385,11811,5.0,3.0,1.6
PRODUCT > NUTS/PRUNES,PRODUCT > PORK,1,22,406,11811,5.0,3.0,1.3
PRODUCT > SEASONAL PRODUCTS,PRODUCT > CANDY,4,77,167,11811,5.0,1.0,3.7
PRODUCT > SUGAR,PRODUCT > FLOUR,12,221,123,11811,5.0,1.0,5.2
PRODUCT > FLOWER (SEEDS),PRODUCT > FLOUR,2,43,123,11811,5.0,1.0,4.5
PRODUCT > VINEGAR,PRODUCT > PASTA,2,42,95,11811,5.0,1.0,5.9
PRODUCT > SYRUP,PRODUCT > PASTA,1,21,95,11811,5.0,1.0,5.9
PRODUCT > SKIN CARE,PRODUCT > BRANDY,1,22,22,11811,5.0,0.0,24.4
PRODUCT > CLING FILM/BAGS,PRODUCT > COFFEE,3,65,346,11811,5.0,3.0,1.6
PRODUCT > JAM,PRODUCT > COFFEE,2,40,346,11811,5.0,3.0,1.7
PRODUCT > PET CARE,PRODUCT > COFFEE,3,61,346,11811,5.0,3.0,1.7
PRODUCT > FINISHED PRODUCTS,PRODUCT > GRAPES,2,41,155,11811,5.0,1.0,3.7
PRODUCT > LIGHT BULBS,PRODUCT > GRAPES,1,21,155,11811,5.0,1.0,3.6
PRODUCT > NUTS/PRUNES,PRODUCT > ONIONS,1,22,220,11811,5.0,2.0,2.4
PRODUCT > NUT SNACK,PRODUCT > PASTRY,1,20,578,11811,5.0,5.0,1.0
PRODUCT > BEEF,PRODUCT > CHICKEN,19,363,299,11811,5.0,3.0,2.1
PRODUCT > HAMBURGER MEAT,PRODUCT > CHICKEN,11,230,299,11811,5.0,3.0,1.9
PRODUCT > SHOPPING BAGS,PRODUCT > NAPKINS,20,442,293,11811,5.0,2.0,1.8
PRODUCT > WAFFLES,PRODUCT > NAPKINS,11,224,293,11811,5.0,2.0,2.0
PRODUCT > CLING FILM/BAGS,PRODUCT > NAPKINS,3,65,293,11811,5.0,2.0,1.9
PRODUCT > PACKAGED FRUIT/VEGETABLES,PRODUCT > SAUSAGE,5,93,663,11811,5.0,6.0,1.0
PRODUCT > HAM,PRODUCT > SAUSAGE,10,184,663,11811,5.0,6.0,1.0
PRODUCT > SYRUP,PRODUCT > WAFFLES,1,21,230,11811,5.0,2.0,2.4
PRODUCT > PET CARE,PRODUCT > WAFFLES,3,61,230,11811,5.0,2.0,2.5
PRODUCT > SNACK PRODUCTS,PRODUCT > WAFFLES,1,21,230,11811,5.0,2.0,2.4
PRODUCT > SWEET SPREADS,PRODUCT > WAFFLES,3,55,230,11811,5.0,2.0,2.8
PRODUCT > NUT SNACK,PRODUCT > WAFFLES,1,20,230,11811,5.0,2.0,2.6
PRODUCT > NUT SNACK,PRODUCT > CAKE BAR,1,20,68,11811,5.0,1.0,8.7
PRODUCT > SEASONAL PRODUCTS,PRODUCT > CAKE BAR,4,77,68,11811,5.0,1.0,9.0
PRODUCT > SKIN CARE,PRODUCT > DOG FOOD,1,22,58,11811,5.0,0.0,9.3
PRODUCT > VINEGAR,PRODUCT > PET CARE,2,42,59,11811,5.0,0.0,9.5
PRODUCT > POT PLANTS,PRODUCT > CHOCOLATE,4,76,299,11811,5.0,3.0,2.1
PRODUCT > SYRUP,PRODUCT > DETERGENT,1,21,112,11811,5.0,1.0,5.0
PRODUCT > OIL,PRODUCT > MARGARINE,9,194,377,11811,5.0,3.0,1.5
PRODUCT > SUGAR,PRODUCT > MARGARINE,12,221,377,11811,5.0,3.0,1.7
PRODUCT > MAYONNAISE,PRODUCT > MARGARINE,3,66,377,11811,5.0,3.0,1.4
PRODUCT > DENTAL CARE,PRODUCT > MARGARINE,2,38,377,11811,5.0,3.0,1.6
PRODUCT > SNACK PRODUCTS,PRODUCT > PIP FRUIT,1,21,513,11811,5.0,4.0,1.1
PRODUCT > BEEF,PRODUCT > PIP FRUIT,18,363,513,11811,5.0,4.0,1.1
PRODUCT > TURKEY,PRODUCT > PIP FRUIT,3,57,513,11811,5.0,4.0,1.2
PRODUCT > DETERGENT,PRODUCT > NEWSPAPERS,5,106,394,11811,5.0,3.0,1.4
PRODUCT > DOG FOOD,PRODUCT > NEWSPAPERS,3,55,394,11811,5.0,3.0,1.6
PRODUCT > NUT SNACK,PRODUCT > NEWSPAPERS,1,20,394,11811,5.0,3.0,1.5
PRODUCT > FLOWER (SEEDS),PRODUCT > NEWSPAPERS,2,43,394,11811,5.0,3.0,1.4
PRODUCT > PET CARE,PRODUCT > NEWSPAPERS,3,61,394,11811,5.0,3.0,1.5
PRODUCT > CANNED BEER,PRODUCT > NEWSPAPERS,15,310,394,11811,5.0,3.0,1.5
PRODUCT > SYRUP,PRODUCT > NEWSPAPERS,1,21,394,11811,5.0,3.0,1.4
PRODUCT > DENTAL CARE,PRODUCT > PHOTO/FILM,2,38,33,11811,5.0,0.0,18.8
PRODUCT > UHT-MILK,PRODUCT > BROWN BREAD,12,240,447,11811,5.0,4.0,1.3
PRODUCT > CANNED VEGETABLES,PRODUCT > BROWN BREAD,4,79,447,11811,5.0,4.0,1.3
PRODUCT > SYRUP,PRODUCT > BROWN BREAD,1,21,447,11811,5.0,4.0,1.3
PRODUCT > JAM,PRODUCT > BROWN BREAD,2,40,447,11811,5.0,4.0,1.3
PRODUCT > SNACK PRODUCTS,PRODUCT > CANNED BEER,1,21,312,11811,5.0,3.0,1.8
PRODUCT > LIGHT BULBS,PRODUCT > CANNED BEER,1,21,312,11811,5.0,3.0,1.8
PRODUCT > SHOPPING BAGS,PRODUCT > CANNED BEER,21,442,312,11811,5.0,3.0,1.8
PRODUCT > SYRUP,PRODUCT > CANNED BEER,1,21,312,11811,5.0,3.0,1.8
PRODUCT > NUTS/PRUNES,PRODUCT > CANNED BEER,1,22,312,11811,5.0,3.0,1.7
PRODUCT > SYRUP,PRODUCT > CHEWING GUM,1,21,135,11811,5.0,1.0,4.2
PRODUCT > HAM,PRODUCT > FRANKFURTER,9,184,394,11811,5.0,3.0,1.5
PRODUCT > SNACK PRODUCTS,PRODUCT > FRANKFURTER,1,21,394,11811,5.0,3.0,1.4
PRODUCT > PORK,PRODUCT > FRANKFURTER,20,389,394,11811,5.0,3.0,1.5
PRODUCT > SYRUP,PRODUCT > FRANKFURTER,1,21,394,11811,5.0,3.0,1.4
PRODUCT > JAM,PRODUCT > FROZEN FISH,2,40,77,11811,5.0,1.0,7.7
PRODUCT > CANNED VEGETABLES,PRODUCT > SALTY SNACK,4,79,228,11811,5.0,2.0,2.6
PRODUCT > SNACK PRODUCTS,PRODUCT > WHITE BREAD,1,21,297,11811,5.0,3.0,1.9
PRODUCT > PASTA,PRODUCT > WHITE BREAD,5,98,297,11811,5.0,3.0,2.0
PRODUCT > NUTS/PRUNES,PRODUCT > WHITE BREAD,1,22,297,11811,5.0,3.0,1.8
PRODUCT > PET CARE,PRODUCT > BOTTLED BEER,3,61,416,11811,5.0,4.0,1.4
PRODUCT > MISC. BEVERAGES,PRODUCT > BOTTLED BEER,8,165,416,11811,5.0,4.0,1.4
PRODUCT > SYRUP,PRODUCT > BOTTLED BEER,1,21,416,11811,5.0,4.0,1.4
PRODUCT > SKIN CARE,PRODUCT > BOTTLED BEER,1,22,416,11811,5.0,4.0,1.3
PRODUCT > LIGHT BULBS,PRODUCT > BOTTLED BEER,1,21,416,11811,5.0,4.0,1.4
PRODUCT > TROPICAL FRUIT,PRODUCT > CITRUS FRUIT,39,750,569,11811,5.0,5.0,1.1
