customer,product
7147,fruit/vegetable juice
7148,other vegetables
7148,dessert
7148,cream cheese 
7148,rolls/buns
7149,white bread
7149,margarine
7149,salty snack
7149,waffles
7150,specialty bar
7150,female sanitary products
7150,newspapers
7151,fish
7151,tropical fruit
7151,pip fruit
7151,berries
7152,whole milk
7152,curd
7152,yogurt
7152,whipped/sour cream
7153,condensed milk
7153,instant coffee
7153,long life bakery product
7153,cake bar
7154,napkins
7155,pip fruit
7155,beverages
7155,frozen vegetables
7155,frozen meals
7156,bottled water
7156,soda
7156,salty snack
7157,citrus fruit
7157,tropical fruit
7157,pip fruit
7157,root vegetables
7158,onions
7158,other vegetables
7158,whole milk
7158,yogurt
7159,rolls/buns
7159,brown bread
7159,soda
7159,fruit/vegetable juice
7160,dishes
7161,meat
7161,curd
7161,yogurt
7161,ice cream
7162,oil
7162,canned fish
7162,soda
7162,fruit/vegetable juice
7163,seasonal products
7164,pork
7164,onions
7164,other vegetables
7164,whole milk
7165,curd
7165,butter milk
7165,whipped/sour cream
7165,rolls/buns
7166,liquor (appetizer)
7166,salty snack
7166,waffles
7166,newspapers
7167,sausage
7167,pip fruit
7167,root vegetables
7167,whole milk
7168,yogurt
7168,frozen potato products
7168,pasta
7168,bottled water
7169,fruit/vegetable juice
7170,pip fruit
7170,root vegetables
7170,UHT-milk
7170,condensed milk
7171,margarine
7171,sugar
7171,pudding powder
7171,cocoa drinks
7172,fruit/vegetable juice
7172,chocolate
7173,bottled water
7174,whole milk
7174,hard cheese
7174,sugar
7175,onions
7176,liver loaf
7176,pip fruit
7176,root vegetables
7176,frozen vegetables
7177,salty snack
7178,meat
7178,root vegetables
7178,other vegetables
7178,fruit/vegetable juice
7179,white wine
7180,root vegetables
7180,soda
7180,red/blush wine
7180,prosecco
7181,waffles
7182,citrus fruit
7182,tropical fruit
7182,root vegetables
7182,other vegetables
7183,whole milk
7184,soda
7184,detergent
7185,bottled beer
7186,dessert
7186,cream cheese 
7186,mayonnaise
7186,domestic eggs
7187,pastry
7187,canned fish
7187,chocolate
7187,cleaner
7188,female sanitary products
7189,bottled beer
7190,roll products 
7190,dog food
7190,soda
7190,fruit/vegetable juice
7191,bottled beer
7191,napkins
7192,sausage
7192,whole milk
7192,condensed milk
7192,semi-finished bread
7193,cat food
7194,yogurt
7194,margarine
7194,newspapers
7195,chicken
7195,root vegetables
7195,whole milk
7195,butter
7196,yogurt
7196,sparkling wine
7196,chocolate
7196,softener
7197,female sanitary products
7197,napkins
7197,kitchen towels
7197,house keeping products
7198,newspapers
7199,meat
7199,pork
7199,pip fruit
7199,root vegetables
7200,other vegetables
7200,whole milk
7200,hard cheese
7200,white bread
7201,pasta
7201,margarine
7201,ketchup
7201,cocoa drinks
7202,chocolate
7202,cling film/bags
7203,citrus fruit
7203,berries
7203,butter
7203,butter milk
7204,yogurt
7204,sliced cheese
7204,frozen vegetables
7204,frozen chicken
7205,soda
7206,butter milk
7206,cream cheese 
7206,rolls/buns
7206,misc. beverages
7207,newspapers
7208,nuts/prunes
7208,other vegetables
7208,whole milk
7208,ice cream
7209,soda
7209,newspapers
7210,root vegetables
7210,other vegetables
7210,bottled beer
7211,bottled beer
7212,chicken
7212,other vegetables
7212,frozen vegetables
7212,canned beer
7213,shopping bags
7214,butter
7214,curd
7215,tropical fruit
7215,processed cheese
7215,domestic eggs
7215,soda
7216,bottled beer
7217,root vegetables
7217,other vegetables
7217,whole milk
7217,whipped/sour cream
7218,hard cheese
7218,frozen vegetables
7218,cat food
7218,dishes
7219,newspapers
7220,tropical fruit
7220,other vegetables
7220,rolls/buns
7220,salt
7221,margarine
7221,soda
7221,bottled beer
7221,salty snack
7222,sausage
7222,hamburger meat
7222,citrus fruit
7222,whole milk
7223,pasta
7223,soda
7223,chewing gum
7223,detergent
7224,hygiene articles
7224,kitchen towels
7225,bottled water
7226,salty snack
7226,dental care
7227,beef
7227,other vegetables
7227,chocolate
7227,newspapers
7228,shopping bags
7229,whole milk
7229,instant coffee
7229,soda
7230,ham
7230,other vegetables
7230,whole milk
7230,domestic eggs
7231,sweet spreads
7231,misc. beverages
7231,salty snack
7231,hygiene articles
7232,shopping bags
7233,mayonnaise
7233,candy
7233,newspapers
7234,frankfurter
7234,ham
7234,other vegetables
7234,processed cheese
7235,rolls/buns
7235,white bread
7235,potato products
7235,coffee
7236,bottled beer
7236,long life bakery product
7237,hamburger meat
7237,butter
7237,zwieback
7237,Instant food products
7238,soda
7238,misc. beverages
7239,whipped/sour cream
7239,domestic eggs
7239,candles
7240,candles
7241,beverages
7241,misc. beverages
7242,tropical fruit
7242,pip fruit
7242,yogurt
7242,frozen vegetables
7243,artif. sweetener
7244,yogurt
7244,bottled water
7245,whole milk
7245,dessert
7245,whipped/sour cream
7245,ice cream
7246,coffee
7246,soda
7246,bottled beer
7247,sausage
7247,tropical fruit
7247,other vegetables
7247,butter
7248,butter milk
7248,whipped/sour cream
7248,cream
7248,processed cheese
7249,ice cream
7249,white bread
7249,spices
7249,soda
7250,fruit/vegetable juice
7250,salty snack
7251,bottled water
7252,canned beer
7253,tropical fruit
7253,whole milk
7253,yogurt
7253,whipped/sour cream
7254,rolls/buns
7254,cocoa drinks
7254,bottled water
7254,bottled beer
7255,specialty chocolate
7256,bottled beer
7257,pork
7257,root vegetables
7257,herbs
7257,other vegetables
7258,whole milk
7258,processed cheese
7258,domestic eggs
7258,margarine
7259,fruit/vegetable juice
7259,hygiene articles
7260,salty snack
7260,candy
7261,rolls/buns
7262,citrus fruit
7262,other vegetables
7263,sausage
7263,tropical fruit
7263,other vegetables
7263,whole milk
7264,domestic eggs
7264,white wine
7264,detergent
7264,softener
7265,tropical fruit
7265,fruit/vegetable juice
7265,candy
7266,whole milk
7267,canned beer
7268,whole milk
7268,whipped/sour cream
7268,pudding powder
7269,rolls/buns
7270,sausage
7270,soda
7270,fruit/vegetable juice
7270,salty snack
7271,chewing gum
7271,shopping bags
7272,tropical fruit
7272,ice cream
7272,frozen dessert
7273,bottled beer
7274,domestic eggs
7274,canned beer
7274,shopping bags
7275,soda
7275,canned beer
7276,whole milk
7276,dessert
7276,pastry
7276,Instant food products
7277,canned fish
7277,soda
7277,bottled beer
7277,red/blush wine
7278,napkins
7278,candles
7279,tropical fruit
7279,packaged fruit/vegetables
7280,ham
7280,hamburger meat
7280,whole milk
7280,processed cheese
7281,white bread
7281,potato products
7281,artif. sweetener
7281,instant coffee
7282,bottled water
7282,soda
7282,fruit/vegetable juice
7282,salty snack
7283,specialty bar
7283,detergent
7283,shopping bags
7284,brandy
7284,liquor (appetizer)
7285,hard cheese
7286,bottled beer
7286,shopping bags
7287,other vegetables
7287,UHT-milk
7287,cream
7288,finished products
7288,citrus fruit
7288,tropical fruit
7288,grapes
7289,berries
7289,root vegetables
7289,other vegetables
7289,whole milk
7290,spread cheese
7290,brown bread
7290,pastry
7290,potato products
7291,fruit/vegetable juice
7291,chocolate
7291,pot plants
7291,shopping bags
7292,misc. beverages
7293,canned beer
7294,yogurt
7294,cream cheese 
7294,rolls/buns
7294,chocolate
7295,bottled water
7296,tropical fruit
7296,butter milk
7296,baking powder
7297,frankfurter
7297,curd
7297,frozen potato products
7297,soda
7298,dish cleaner
7299,yogurt
7299,pastry
7300,bottled beer
7300,liquor (appetizer)
7300,dishes
7301,tropical fruit
7301,yogurt
7301,cream cheese 
7302,UHT-milk
7302,brown bread
7302,newspapers
7303,citrus fruit
7303,pip fruit
7303,pickled vegetables
7303,bottled water
7304,newspapers
7305,newspapers
7306,soda
7306,canned beer
7306,red/blush wine
7307,tropical fruit
7307,dessert
7307,bottled water
7307,soda
7308,bottled beer
7308,white wine
7308,napkins
7309,bottled water
7309,bottled beer
7310,canned beer
7310,chewing gum
7311,onions
7311,other vegetables
7311,whole milk
7311,yogurt
7312,domestic eggs
7312,pastry
7312,dishes
7312,shopping bags
7313,pastry
7313,soda
7314,tropical fruit
7314,yogurt
7314,sliced cheese
7314,brown bread
7315,margarine
7315,bottled water
7315,soda
7315,candy
7316,newspapers
7317,hamburger meat
7317,other vegetables
7317,whole milk
7317,spread cheese
7318,soda
7318,canned beer
7318,chocolate
7318,specialty bar
7319,pip fruit
7319,whole milk
7319,coffee
7319,bottled water
7320,fruit/vegetable juice
7320,bottled beer
7321,soda
7322,pork
7322,tropical fruit
7322,pip fruit
7322,whole milk
7323,whipped/sour cream
7323,detergent
7323,softener
7323,napkins
7324,shopping bags
7325,rolls/buns
7326,whipped/sour cream
7326,rolls/buns
7327,soda
7327,long life bakery product
7328,butter
7328,sliced cheese
7328,frozen meals
7328,pastry
7329,soda
7329,fruit/vegetable juice
7329,chocolate
7329,specialty bar
7330,canned beer
7331,tropical fruit
7331,whole milk
7331,butter milk
7331,UHT-milk
7332,rolls/buns
7333,whole milk
7333,beverages
7333,bottled water
7333,newspapers
7334,yogurt
7334,soda
7334,waffles
7335,sausage
7335,yogurt
7335,pastry
7335,canned fish
7336,shopping bags
7337,frankfurter
7337,other vegetables
7337,whole milk
7337,butter
7338,rolls/buns
7338,margarine
7338,Instant food products
7338,canned beer
7339,detergent
7340,meat
7340,root vegetables
7340,other vegetables
7340,yogurt
7341,whipped/sour cream
7341,hard cheese
7341,frozen fruits
7341,ice cream
7342,domestic eggs
7342,sweet spreads
7342,long life bakery product
7342,shopping bags
7343,canned beer
7344,tropical fruit
7344,berries
7344,root vegetables
7344,other vegetables
7345,yogurt
7345,cream cheese 
7345,rolls/buns
7345,soda
7346,shopping bags
7347,yogurt
7347,processed cheese
7347,frozen vegetables
7347,rolls/buns
7348,newspapers
7349,condensed milk
7349,rolls/buns
7349,sugar
7349,coffee
7350,pip fruit
7351,coffee
7352,sausage
7352,root vegetables
7352,whole milk
7352,butter milk
7353,yogurt
7353,rolls/buns
7353,pastry
7354,whole milk
7354,photo/film
7355,frankfurter
7355,sausage
7355,citrus fruit
7355,pip fruit
7356,margarine
7357,canned beer
7358,whole milk
7358,butter
7358,yogurt
7358,beverages
7359,dishes
7360,rolls/buns
7360,soda
7361,pip fruit
7361,rolls/buns
7362,canned beer
7363,citrus fruit
7363,tropical fruit
7363,pip fruit
7363,grapes
7364,root vegetables
7364,other vegetables
7364,rolls/buns
7364,pastry
7365,jam
7365,cat food
7366,butter
7366,yogurt
7366,cream cheese 
7366,spread cheese
7367,rolls/buns
7367,bottled water
7367,soda
7367,fruit/vegetable juice
7368,newspapers
7369,tropical fruit
7369,brown bread
7370,citrus fruit
7370,dessert
7370,photo/film
7371,citrus fruit
7371,pip fruit
7371,whole milk
7371,margarine
7372,butter
7372,sliced cheese
7372,frozen meals
7372,rolls/buns
7373,brown bread
7373,canned fruit
7373,fruit/vegetable juice
7373,long life bakery product
7374,seasonal products
7374,photo/film
7375,brown bread
7376,newspapers
7377,tropical fruit
7377,pip fruit
7377,whole milk
7377,curd
7378,yogurt
7378,brown bread
7378,pastry
7378,cereals
7379,rolls/buns
7379,bottled water
7379,soda
7380,sausage
7380,rolls/buns
7380,mustard
7380,soda
7381,sausage
7381,liquor (appetizer)
7382,whole milk
7382,yogurt
7383,pip fruit
7383,beverages
7383,pastry
7383,hygiene articles
7384,yogurt
7384,bottled water
7385,yogurt
7385,cream cheese 
7385,rolls/buns
7386,sausage
7386,citrus fruit
7386,butter
7386,domestic eggs
7387,rolls/buns
7387,margarine
7387,soda
7388,citrus fruit
7388,yogurt
7388,hygiene articles
7389,UHT-milk
7389,condensed milk
7389,coffee
7389,cling film/bags
7390,sausage
7390,long life bakery product
7391,whole milk
7391,brown bread
7391,pastry
7391,pasta
7392,margarine
7392,sugar
7392,soda
7392,canned beer
7393,citrus fruit
7393,other vegetables
7393,whole milk
7393,mayonnaise
7394,rolls/buns
7394,waffles
7395,pork
7395,citrus fruit
7395,pip fruit
7395,other vegetables
7396,whole milk
7396,pudding powder
7397,pip fruit
7397,cream cheese 
7397,cookware
7398,canned beer
7399,canned beer
7399,newspapers
7400,dog food
7401,salty snack
7402,root vegetables
7402,whipped/sour cream
7402,oil
7402,pet care
7403,meat
7403,other vegetables
7403,whole milk
7403,rolls/buns
7404,sugar
7404,coffee
7404,bottled water
7404,fruit/vegetable juice
7405,whole milk
7405,rolls/buns
7405,brown bread
7405,bottled water
7406,bottled beer
7407,rolls/buns
7408,pork
7408,root vegetables
7408,pasta
7409,other vegetables
7409,cake bar
7410,whole milk
7410,shopping bags
7411,bottled water
7411,soda
7412,sausage
7412,citrus fruit
7412,other vegetables
7412,whipped/sour cream
7413,frozen vegetables
7413,margarine
7413,bottled beer
7413,hygiene articles
7414,beef
7414,whole milk
7414,curd
7414,yogurt
7415,hard cheese
7415,domestic eggs
7415,rolls/buns
7415,white bread
7416,oil
7416,misc. beverages
7416,cling film/bags
7416,house keeping products
7417,organic sausage
7417,turkey
7417,tropical fruit
7417,pip fruit
7418,root vegetables
7418,other vegetables
7418,whole milk
7418,dessert
7419,butter milk
7419,yogurt
7419,cream cheese 
7419,processed cheese
7420,white bread
7420,sauces
7420,bottled beer
7420,waffles
7421,candy
7422,frozen meals
7422,canned fruit
7423,mustard
7424,yogurt
7425,meat
7425,pip fruit
7425,dessert
7425,processed cheese
7426,domestic eggs
7426,rolls/buns
7426,white bread
7426,brown bread
7427,pastry
7427,semi-finished bread
7427,candy
7427,cookware
7428,tropical fruit
7428,root vegetables
7428,other vegetables
7428,whole milk
7429,yogurt
7429,soft cheese
7429,domestic eggs
7429,rolls/buns
7430,margarine
7430,mustard
7430,bottled water
7431,pip fruit
7431,yogurt
7432,rolls/buns
7432,shopping bags
7433,root vegetables
7434,tropical fruit
7434,berries
7434,whipped/sour cream
7434,rolls/buns
7435,pickled vegetables
7435,coffee
7435,soda
7435,long life bakery product
7436,whipped/sour cream
7436,pastry
7436,bottled water
7437,sausage
7437,hamburger meat
7437,citrus fruit
7437,whole milk
7438,yogurt
7438,white bread
7439,frankfurter
7439,sausage
7439,rolls/buns
7439,soda
7440,liquor
7440,shopping bags
7441,meat
7441,root vegetables
7441,other vegetables
7441,whipped/sour cream
7442,frozen meals
7442,ice cream
7443,whole milk
7443,canned beer
7444,chicken
7444,pork
7444,tropical fruit
7444,whipped/sour cream
7445,oil
7445,coffee
7445,soda
7445,shopping bags
7446,long life bakery product
7446,house keeping products
7447,cream cheese 
7447,oil
7447,canned beer
7447,waffles
7448,hygiene articles
7448,candles
7449,whole milk
7449,brown bread
7449,bottled beer
7449,newspapers
7450,citrus fruit
7450,onions
7450,beverages
7450,margarine
7451,bottled beer
7451,napkins
7452,tropical fruit
7452,brown bread
7452,pastry
7453,sausage
7453,hard cheese
7453,rolls/buns
7453,specialty fat
7454,mustard
7454,long life bakery product
7454,seasonal products
7454,napkins
7455,dishes
7456,whole milk
7456,coffee
7457,soups
7458,citrus fruit
7458,pip fruit
7458,root vegetables
7458,whole milk
7459,oil
7460,beef
7460,root vegetables
7460,other vegetables
7460,frozen vegetables
7461,ice cream
7461,rolls/buns
7461,sugar
7462,canned beer
7463,tropical fruit
7464,beverages
7464,sauces
7464,sweet spreads
7464,pot plants
7465,canned beer
7466,meat
7466,pork
7466,tropical fruit
7466,root vegetables
7467,other vegetables
7468,cream cheese 
7468,rolls/buns
7469,meat
7469,other vegetables
7469,whole milk
7469,rolls/buns
7470,shopping bags
7471,sausage
7471,tropical fruit
7471,pip fruit
7471,curd
7472,beverages
7472,bottled beer
7473,frankfurter
7473,sausage
7473,tropical fruit
7473,root vegetables
7474,whole milk
7474,sliced cheese
7474,frozen vegetables
7474,mustard
7475,pickled vegetables
7475,salty snack
7476,sausage
7476,UHT-milk
7476,bottled beer
7476,kitchen towels
7477,whole milk
7477,butter
7477,sugar
7477,bottled beer
7478,whole milk
7478,soft cheese
7478,sliced cheese
7478,domestic eggs
7479,rolls/buns
7480,frozen vegetables
7480,frozen meals
7481,root vegetables
7481,other vegetables
7481,yogurt
7481,flower (seeds)
7482,pip fruit
7482,other vegetables
7482,whole milk
7482,yogurt
7483,pasta
7483,oil
7484,bottled water
7485,soda
7486,liver loaf
7486,chicken
7486,other vegetables
7486,frozen vegetables
7487,margarine
7487,detergent
7487,softener
7488,citrus fruit
7488,pip fruit
7488,whole milk
7488,cream cheese 
7489,sweet spreads
7489,long life bakery product
7489,cake bar
7489,napkins
7490,dish cleaner
7491,citrus fruit
7491,curd
7491,UHT-milk
7492,ham
7492,whole milk
7492,rolls/buns
7493,hamburger meat
7493,margarine
7493,soda
7493,bathroom cleaner
7494,pork
7494,other vegetables
7494,whole milk
7494,frozen potato products
7495,flour
7495,oil
7496,nuts/prunes
7496,other vegetables
7496,rum
7497,canned beer
7498,sausage
7498,rolls/buns
7499,rolls/buns
7499,canned beer
7500,sausage
7500,soda
7500,specialty chocolate
7501,rolls/buns
7501,Instant food products
7502,frozen vegetables
7502,bottled water
7503,pip fruit
7503,whole milk
7503,white bread
7503,brown bread
7504,margarine
7504,sweet spreads
7504,fruit/vegetable juice
7504,newspapers
7505,whole milk
7505,fruit/vegetable juice
7506,frankfurter
7506,other vegetables
7506,whipped/sour cream
7506,specialty cheese
7507,domestic eggs
7507,rolls/buns
7507,hygiene articles
7507,napkins
7508,other vegetables
7508,soft cheese
7509,white bread
7509,bottled beer
7509,newspapers
7510,citrus fruit
7511,whole milk
7511,rolls/buns
7511,chewing gum
7512,frankfurter
7512,sausage
7512,berries
7512,butter
7513,yogurt
7513,whipped/sour cream
7513,cream cheese 
7513,domestic eggs
7514,margarine
7514,shopping bags
7515,beverages
7515,chocolate
7516,red/blush wine
7517,soda
7518,sausage
7518,yogurt
7518,pastry
7518,cat food
7519,finished products
7519,candy
7520,pastry
7520,oil
7520,bottled beer
7520,chocolate
7521,specialty chocolate
7522,specialty chocolate
7522,photo/film
7523,tropical fruit
7523,pip fruit
7523,root vegetables
7523,liquor
7524,detergent
7524,dishes
7524,newspapers
7525,bottled beer
7525,white wine
7526,skin care
7526,napkins
7527,condensed milk
7527,rolls/buns
7528,root vegetables
7528,canned beer
7529,pip fruit
7529,whole milk
7529,ready soups
7529,canned fish
7530,soda
7531,root vegetables
7531,other vegetables
7531,whole milk
7531,soups
7532,bottled beer
7533,sausage
7533,whole milk
7533,frozen vegetables
7533,frozen meals
7534,domestic eggs
7534,rolls/buns
7534,fruit/vegetable juice
7534,cake bar
7535,bottled beer
7536,brown bread
7536,canned beer
7536,detergent
7536,softener
7537,hard cheese
7537,Instant food products
7538,soda
7539,soda
7539,bottled beer
7539,liquor
7539,red/blush wine
7540,napkins
7541,whole milk
7541,butter
7541,cat food
7542,frankfurter
7542,rolls/buns
7543,tropical fruit
7543,pip fruit
7543,sugar
7543,napkins
7544,cling film/bags
7544,shopping bags
7545,liver loaf
7545,root vegetables
7545,onions
7545,UHT-milk
7546,cream cheese 
7546,soda
7546,flower (seeds)
7547,yogurt
7547,fruit/vegetable juice
7548,soda
7548,long life bakery product
7549,root vegetables
7549,other vegetables
7549,yogurt
7549,baking powder
7550,brandy
7550,shopping bags
7551,hamburger meat
7551,tropical fruit
7551,other vegetables
7551,whole milk
7552,butter
7552,yogurt
7552,whipped/sour cream
7552,hard cheese
7553,white bread
7553,Instant food products
7553,tea
7553,soda
7554,bottled beer
7554,specialty bar
7555,pip fruit
7555,butter milk
7555,soda
7556,bottled beer
7557,pip fruit
7557,soda
7557,chewing gum
7558,tropical fruit
7558,butter
7558,rolls/buns
7558,canned fish
7559,dog food
7559,shopping bags
7560,dessert
7560,waffles
7561,whole milk
7561,rolls/buns
7561,pastry
7561,newspapers
7562,liver loaf
7562,root vegetables
7562,other vegetables
7562,whole milk
7563,frozen vegetables
7563,margarine
7564,frankfurter
7564,whole milk
7564,rolls/buns
7564,salt
7565,dessert
7566,root vegetables
7566,other vegetables
7566,whole milk
7566,frozen fish
7567,honey
7567,Instant food products
7567,canned fish
7567,dishes
7568,cream cheese 
7568,instant coffee
7568,salty snack
7568,waffles
7569,kitchen towels
7569,shopping bags
7570,canned beer
7571,whole milk
7571,pastry
7572,rolls/buns
7572,dishes
7573,canned beer
7574,sausage
7574,yogurt
7574,rolls/buns
7575,canned beer
7576,liquor
7577,yogurt
7578,soups
7578,canned vegetables
7578,chocolate
7579,whole milk
7579,yogurt
7579,cream cheese 
7579,rolls/buns
7580,roll products 
7580,chocolate
7581,sausage
7581,pickled vegetables
7581,soda
7581,skin care
7582,shopping bags
7583,rolls/buns
7583,pastry
7583,sugar
7584,pork
7584,pip fruit
7584,packaged fruit/vegetables
7584,dessert
7585,frozen vegetables
7585,pasta
7585,margarine
7585,chocolate marshmallow
7586,detergent
7586,softener
7587,curd
7587,soda
7587,cake bar
7588,rolls/buns
7588,coffee
7589,frankfurter
7589,whole milk
7589,butter
7589,dessert
7590,bottled water
7591,soda
7592,meat
7592,frozen meals
7592,fruit/vegetable juice
7593,turkey
7593,tropical fruit
7593,yogurt
7593,rolls/buns
7594,coffee
7595,rolls/buns
7595,red/blush wine
7596,citrus fruit
7596,specialty fat
7597,canned beer
7598,pastry
7599,frozen meals
7600,whipped/sour cream
7600,frozen vegetables
7600,frozen meals
7601,rolls/buns
7601,brown bread
7602,soda
7602,bottled beer
7602,liquor
7602,red/blush wine
7603,spread cheese
7603,white bread
7603,newspapers
7604,whole milk
7604,curd
7604,dessert
7604,misc. beverages
7605,chocolate marshmallow
7605,cling film/bags
7605,house keeping products
7605,newspapers
7606,root vegetables
7606,soft cheese
7607,frankfurter
7607,butter
7607,brown bread
7608,bottled beer
7608,liquor
7609,soda
7610,other vegetables
7610,whole milk
7610,dessert
7610,sliced cheese
7611,hard cheese
7611,oil
7611,coffee
7611,soda
7612,fruit/vegetable juice
7612,seasonal products
7613,curd
7613,yogurt
7614,pip fruit
7614,soda
7615,instant coffee
7615,photo/film
7616,frankfurter
7617,beef
7617,yogurt
7617,cream cheese 
7617,frozen meals
7618,cat food
7618,newspapers
7619,curd
7619,UHT-milk
7619,bottled water
7620,hamburger meat
7620,whole milk
7620,curd
7620,dessert
7621,rolls/buns
7621,oil
7621,spices
7621,sauces
7622,soda
7622,cake bar
7622,napkins
7622,shopping bags
7623,citrus fruit
7623,root vegetables
7623,onions
7623,whole milk
7624,brown bread
7625,rolls/buns
7625,soda
7625,chewing gum
7626,bottled beer
7627,pork
7627,tropical fruit
7628,cream cheese 
7628,ice cream
7628,pastry
7628,specialty chocolate
7629,rubbing alcohol
7630,tropical fruit
7630,pip fruit
7630,whole milk
7630,pastry
7631,beverages
7632,pork
7632,root vegetables
7632,brown bread
7632,pastry
7633,sausage
7633,pork
7633,whole milk
7633,pastry
7634,yogurt
7634,canned beer
7634,dishes
7635,meat
7635,finished products
7635,other vegetables
7635,rolls/buns
7636,brown bread
7636,soda
7636,white wine
7637,tropical fruit
7637,brown bread
7637,specialty bar
7638,hamburger meat
7638,other vegetables
7638,whole milk
7638,cream
7639,oil
7639,sugar
7639,baking powder
7639,canned beer
7640,baby cosmetics
7641,root vegetables
7641,other vegetables
7641,yogurt
7641,rolls/buns
7642,bottled water
7642,chocolate
7642,napkins
7643,chicken
7643,whole milk
7643,whipped/sour cream
7643,rolls/buns
7644,white bread
7644,fruit/vegetable juice
7644,popcorn
7644,photo/film
7645,dessert
7645,brown bread
7646,coffee
7647,pip fruit
7647,condensed milk
7647,sugar
7647,coffee
7648,bottled water
7648,long life bakery product
7649,sausage
7649,other vegetables
7649,salt
7649,male cosmetics
7650,newspapers
7651,sausage
7651,other vegetables
7651,whole milk
7651,yogurt
7652,soda
7653,whole milk
7653,butter milk
7653,yogurt
7653,rolls/buns
7654,white bread
7654,mustard
7654,pickled vegetables
7654,sweet spreads
7655,canned fish
7655,soda
7655,misc. beverages
7655,long life bakery product
7656,specialty chocolate
7656,shopping bags
7657,citrus fruit
7657,misc. beverages
7658,bottled water
7659,pastry
7660,sausage
7660,rolls/buns
7660,newspapers
7660,shopping bags
7661,sausage
7661,soft cheese
7661,bottled beer
7662,whole milk
7662,rolls/buns
7662,syrup
7663,liver loaf
7663,whole milk
7663,yogurt
7663,condensed milk
7664,specialty cheese
7664,white bread
7665,bottled water
7666,beef
7667,pet care
7667,bottled beer
7668,meat
7668,citrus fruit
7668,pip fruit
7668,root vegetables
7669,bottled water
7670,cookware
7671,bottled beer
7672,whole milk
7672,processed cheese
7672,spread cheese
7672,rolls/buns
7673,frozen meals
7673,white bread
7673,fruit/vegetable juice
7674,dessert
7674,yogurt
7674,cat food
7674,napkins
7675,grapes
7675,other vegetables
7675,soda
7675,canned beer
7676,rolls/buns
7676,sugar
7676,coffee
7676,soda
7677,sausage
7677,meat
7677,pip fruit
7677,other vegetables
7678,salty snack
7678,napkins
7679,sausage
7679,beverages
7679,rolls/buns
7680,butter
7680,napkins
7681,chicken
7681,fruit/vegetable juice
7681,long life bakery product
7682,whole milk
7682,bottled water
7682,rum
7682,waffles
7683,rolls/buns
7684,rolls/buns
7684,soda
7684,snack products
7685,citrus fruit
7685,berries
7685,yogurt
7685,bottled water
7686,soda
7686,fruit/vegetable juice
7686,chocolate
7686,specialty bar
7687,shopping bags
7688,rolls/buns
7688,pastry
7688,coffee
7689,pasta
7689,sauces
7690,sausage
7690,pork
7690,sliced cheese
7690,frozen potato products
7691,white bread
7691,soda
7691,waffles
7692,tropical fruit
7692,pip fruit
7692,grapes
7692,packaged fruit/vegetables
7693,coffee
7694,waffles
7694,chocolate
7694,specialty chocolate
7695,citrus fruit
7695,tropical fruit
7695,baking powder
7695,fruit/vegetable juice
7696,waffles
7696,specialty bar
7696,candles
7696,flower (seeds)
7697,pasta
7697,specialty chocolate
7697,dishes
7698,semi-finished bread
7698,bottled beer
7698,liquor
7699,beef
7699,spread cheese
7699,domestic eggs
7699,cat food
7700,white wine
7700,shopping bags
7701,whole milk
7702,candy
7703,bottled water
7704,whole milk
7704,white bread
7704,pet care
7704,bottled water
7705,softener
7706,bottled beer
7707,yogurt
7707,frozen dessert
7708,whole milk
7708,coffee
7708,cooking chocolate
7708,newspapers
7709,sausage
7709,ham
7709,soft cheese
7709,hard cheese
7710,coffee
7710,soda
7710,long life bakery product
7710,chocolate
7711,other vegetables
7711,UHT-milk
7711,semi-finished bread
7711,margarine
7712,canned vegetables
7712,bottled water
7712,cake bar
7712,shopping bags
7713,tropical fruit
7713,yogurt
7713,beverages
7714,coffee
7714,sparkling wine
7714,dish cleaner
7715,root vegetables
7715,brown bread
7715,mustard
7715,cat food
7716,canned beer
7717,frankfurter
7717,pork
7717,other vegetables
7717,whole milk
7718,butter
7718,brown bread
7718,semi-finished bread
7718,pet care
7719,canned beer
7719,waffles
7719,hygiene articles
7719,newspapers
7720,ham
7720,dessert
7720,yogurt
7720,processed cheese
7721,soda
7722,pip fruit
7722,whole milk
7722,beverages
7722,domestic eggs
7723,white bread
7724,yogurt
7724,sugar
7724,shopping bags
7725,meat
7725,whole milk
7725,rolls/buns
7726,soda
7726,bathroom cleaner
7727,pork
7727,onions
7727,domestic eggs
7727,pastry
7728,soda
7728,shopping bags
7729,whole milk
7729,frozen vegetables
7730,bottled beer
7731,bottled water
7732,specialty bar
7732,house keeping products
7733,berries
7733,yogurt
7733,whipped/sour cream
7734,dessert
7734,soda
7735,ham
7735,onions
7735,herbs
7735,sparkling wine
7736,pork
7736,tropical fruit
7736,hard cheese
7736,margarine
7737,soda
7737,bottled beer
7737,napkins
7738,cat food
7738,white wine
7739,whole milk
7739,brown bread
7739,margarine
7739,soda
7740,bottled beer
7741,margarine
7741,fruit/vegetable juice
7741,red/blush wine
7742,whole milk
7743,whole milk
7743,dessert
7743,coffee
7743,bottled water
7744,other vegetables
7744,rolls/buns
7744,hair spray
7745,domestic eggs
7746,canned beer
7747,sausage
7747,white wine
7747,napkins
7748,butter milk
7748,ice cream
7748,coffee
7748,bottled water
7749,fruit/vegetable juice
7749,hygiene articles
7749,shopping bags
7750,ham
